검색어,공고 이름,회사 이름,회사 위치,연봉,경력/학력,근무형태,게시일,마감일,링크,직군
컨설턴트,충남도립대학교 취업컨설턴트 채용 공고,스탭스주식회사,충청남도 청양군 학사길,월급 300 만원 이상,경력1년 대졸(2~3년) ~ 박사,주5일 주 40시간 근로 09:00 ~ 18:00,,2026-07-13,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K120122607020044&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,컨설팅
컨설턴트,2026년 인재채움뱅크 컨설턴트 채용공고,부산동래여성인력개발센터,부산광역시 동래구 충렬대로126번길,월급 240 만원 ~ 240 만원,경력 대졸(2~3년) ~ 대졸(4년),주5일 주 40시간 근로 09:00 ~ 18:00,,2026-09-01,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KF10922607020001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,컨설팅
컨설턴트,네트워크 엔지니어 및 IT컨설턴트 모집,시큐어트리주식회사,경기도 평택시 상리길,"연봉 3,000 만원 ~ 6,000 만원",경력무관 학력무관,주5일 주 40시간 근로,,2026-07-20,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K180612607020003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,컨설팅
컨설턴트,GEO 컨설턴트 주니어 (신입~3년),티엠씨케이,서울 서초구,회사내규에 따름,경력무관 학력무관,,,2026-07-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=372019&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,컨설팅
컨설턴트,[특허 버티컬 AI 전문 기업] AI 특허 분석 컨설턴트,에이피써치,서울 강남구,회사내규에 따름,경력3년 대졸(4년),,,2099-01-01,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=2607020002717&infoTypeCd=CIN&infoTypeGroup=tb_workinfogubun,컨설팅
컨설턴트,[파수 AI] 정보보호(기술부문) 컨설턴트 경력 채용,(주)파수에이아이,서울 마포구,회사내규에 따름,경력5년 대졸(4년),,,2026-08-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54352867&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,컨설팅
컨설턴트,경상국립대학교(진주) 진로취업상담 전문컨설턴트 채용,주식회사더봄컨설팅,경상남도 진주시 진주대로,월급 280 만원 ~ 320 만원,경력1년 대졸(4년) ~ 석사,주5일 주 40시간 근로 09:00 ~ 18:00,,2026-07-24,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K120142607010033&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,컨설팅
컨설턴트,[두원잡] 부산대학교 재학생맞춤형고용서비스 컨설턴트 추가 모집,(주)두원잡,부산광역시 금정구 부산대학로63번길,"연봉 3,000 만원 이상",경력1년 학력무관,주5일 주 40시간 근로 09:00 ~ 18:00,,2026-07-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K130232607010016&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,컨설팅
컨설턴트,[두원잡]부산대학교 재학생맞춤형고용서비스 컨설턴트 추가 채용,(주)두원잡,부산 금정구,"연봉 3,000 만원 ~ 3,000 만원",신입/경력1년 대졸(2~3년),주5일,,2026-07-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54332255&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,컨설팅
컨설턴트,해외 화학물질등록 컨설턴트 채용(중화권),(주)켐토피아,서울 구로구,회사내규에 따름,신입/경력2년 대졸(4년),주5일,,2026-07-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54332857&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,컨설팅
컨설턴트,(주)블루어드 SAP [운영] 컨설턴트 경력직 채용,(주)블루어드,서울 송파구,회사내규에 따름,경력5년 학력무관,주5일,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54333723&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,컨설팅
컨설턴트,[캐럿솔루션즈] 전화/화상외국어 : B2B 교육 컨설턴트,㈜캐럿글로벌,서울 서초구,회사내규에 따름,신입/경력 대졸(4년),주5일,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=51172960&infoTypeCd=CJK&infoTypeGroup=tb_workinfogubun,컨설팅
컨설턴트,[경력우대/주5일] 맨파워코리아 부산사업부 정규직 HR 컨설턴트 채...,㈜맨파워코리아,부산 수영구,회사내규에 따름,경력1년 대졸(4년),주5일,,2026-07-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=51175815&infoTypeCd=CJK&infoTypeGroup=tb_workinfogubun,컨설팅
컨설턴트,오션정보기술 컨설턴트 (중급/초급) / PAO 채용공고,(주)오션정보기술,서울 구로구,회사내규에 따름,신입/경력2년 학력무관,주5일,,2026-07-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54338498&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,컨설팅
컨설턴트,"보안컨설턴트 모집 (모의해킹, 취약점진단, ISMS)",㈜에스에스알,서울 구로구 등,회사내규에 따름,신입/경력 학력무관,주5일,,2026-07-19,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=51177839&infoTypeCd=CJK&infoTypeGroup=tb_workinfogubun,컨설팅
컨설턴트,[베스트네트워크(주)] HR 컨설턴트 (헤드헌터) 신입 상시 채용,베스트네트워크(주),서울 강남구,회사내규에 따름,신입/경력 학력무관,주5일,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=2607010005082&infoTypeCd=CIN&infoTypeGroup=tb_workinfogubun,컨설팅
컨설턴트,청년도전지원사업 컨설턴트(운영담당자) 채용,주식회사 에스에이치피,대구광역시 북구 동북로,월급 250 만원 ~ 250 만원,경력무관 대졸(2~3년) ~ 대졸(4년),주5일 주 40시간 근로 09:00 ~ 18:00,,2026-07-29,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KC5U962606300001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,컨설팅
컨설턴트,"영업 컨설턴트 슈퍼바이저(Consultant Supervisor, ...",렌트리,서울 마포구,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=364718&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,컨설팅
컨설턴트,AX 컨설턴트,제네시스랩,지역무관,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=371245&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,컨설팅
컨설턴트,해외 대학 입시 컨설턴트 모집,위더엘리트,서울 강남구,회사내규에 따름,경력무관 대졸(4년),기타,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54324343&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,컨설팅
컨설턴트,"PI, IT, DT 컨설턴트 채용",에스코어,서울 송파구,회사내규에 따름,경력무관 학력무관,,,2026-09-29,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=560456&infoTypeCd=CAT&infoTypeGroup=tb_workinfogubun,컨설팅
컨설턴트,기준정보 컨설턴트 채용,에스코어,서울 송파구,회사내규에 따름,경력 학력무관,,,2026-09-30,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=560450&infoTypeCd=CAT&infoTypeGroup=tb_workinfogubun,컨설팅
AI,AI 협업 온라인 마케팅·운영 실무,주식회사삼흥과학,서울특별시 종로구 삼일대로32길,월급 300 만원 ~ 400 만원,경력무관 학력무관,주5일 주 40시간 근로 09:00 ~ 18:00,,2026-09-10,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K120122607130003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,AI
AI,아트만파트너스 AI 솔루션 운영 및 개발자 모집 공고,(주)아트만파트너스,서울 강남구,회사내규에 따름,신입/경력1년 대졸(2~3년),주5일,,2099-01-01,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54441815&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
AI,[LG CNS] AI Genius 대학생 서포터즈 16기 모집,(주)알파코,서울,회사내규에 따름,신입/경력 학력무관,주5일,,2026-08-07,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=2607130000384&infoTypeCd=CIN&infoTypeGroup=tb_workinfogubun,AI
AI,[2026.7.16(목) 청년특화사업 연계 일자리 수요데이 IT ...,주식회사 와이매틱스 도곡지점,서울특별시 광진구 광나루로,"연봉 4,000 만원 ~ 5,000 만원",경력2년 대졸(4년) ~ 박사,주5일 주 40시간 근로 09:00 ~ 18:00,,2026-07-15,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K120122607100009&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,AI
AI,네오밸류테크에서 AI(GraphRAG) 기반 차세대 SI 개발에 함...,네오밸류테크(주),경기도 하남시 미사대로,"연봉 3,000 만원 ~ 3,000 만원",경력무관 학력무관,주5일 주 40시간 근로 09:00 ~ 18:00,,2026-07-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K180342607100008&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,AI
AI,AI솔류션 개발 및 기획 사무원,주식회사２１세기,경기도 화성시 동탄구,월급 240 만원 ~ 240 만원,경력1년 학력무관,주5일 주 40시간 근로,,2026-07-24,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KF10222607100002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,AI
AI,"AI Architect - Agentic AI (경력, 0명)",위프로커넥티드서비시즈인크,경기 성남시 분당구 등,회사내규에 따름,경력5년 대졸(4년),,,2026-07-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54385231&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
AI,AI 통역 서비스 현장/온라인 운영 담당,스콘에이아이(주),서울 영등포구,회사내규에 따름,신입/경력1년 대졸(4년),주5일,,2026-08-09,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54405902&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
AI,AI 콘텐츠 아티스트 / 애니메이션 크리에이터,(주)원니스코리아,서울 강남구,회사내규에 따름,경력3년 대졸(2~3년),,,2026-09-08,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54422495&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
AI,[산업기능요원/병역특례] AI플랫폼 개발자 채용 공고,(주)게임엔,서울 강남구,회사내규에 따름,경력무관 고졸,주5일,,2026-07-16,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54427069&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
AI,[대전] AI 서비스 개발 부문 경력직 채용,근남정보기술(주),대전 서구,회사내규에 따름,경력3년 대졸(4년),주5일,,2026-07-23,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54427165&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
AI,[AI개발 SI 증미역] Python 기반 AI 관련 개발자 모집 ...,(주)제이투이,서울 강서구,회사내규에 따름,경력9년 대졸(4년),,,2026-08-09,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54427171&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
AI,AI 시대를 함께 만들어갈 영상편집자를 찾습니다.,(주)세종경제,제주 제주시,회사내규에 따름,신입/경력 학력무관,,,2026-08-09,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=2607100000347&infoTypeCd=CIN&infoTypeGroup=tb_workinfogubun,AI
AI,[AI 전문기업 아크릴] HRM 경력자 모집(육아휴직 대체),(주)아크릴,서울 강남구,회사내규에 따름,경력5년 대졸(4년),,,2026-08-09,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54428343&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
AI,AI 통역 서비스 사업개발 · 제품영업 담당,스콘에이아이(주),서울 영등포구,회사내규에 따름,신입/경력1년 대졸(4년),,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54428717&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
AI,"주4일제/언리얼 레벨 디자이너·3D 모델러 채용 (반복은 AI가, ...",㈜백스포트,서울 마포구 등,"연봉 3,400 만원 ~ 5,500 만원",신입/경력 학력무관,주5일,,2026-08-09,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=51231906&infoTypeCd=CJK&infoTypeGroup=tb_workinfogubun,AI
AI,AI 통역 서비스 영업지원 담당,스콘에이아이(주),서울 영등포구,회사내규에 따름,신입/경력1년 대졸(4년),,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54429054&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
AI,[일본] AI 통역 서비스 사업개발/제품영업 담당,스콘에이아이(주),서울 영등포구,회사내규에 따름,신입/경력1년 대졸(4년),,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54429336&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
AI,[국민대학교] 디지털AI혁신센터 계약직원 모집,국민대학교,서울 성북구,회사내규에 따름,경력무관 학력무관,주5일,,2026-07-19,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54429542&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
AI,AI 소프트웨어 및 로봇 개발자 채용,,,회사내규에 따름,,,,2026-08-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=2000001436093&infoTypeCd=MMA&infoTypeGroup=tb_workinfomma,AI
AI,금요일 재택: 게임/AI 업계 NestJS 백엔드 개발자,비바시티(주),서울 영등포구,회사내규에 따름,경력무관 학력무관,,,2026-07-27,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54429985&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
AI,서버 및 인공지능 관련 IT 경력사원 채용 공고,주식회사 테라텍,서울 금천구,회사내규에 따름,경력3년 학력무관,주5일,,2026-09-08,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54430466&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
AI,AI 데이터·모델링 총괄 채용,(주)스태틱웨이브즈코리아,서울 강서구 등,월급 400 만원 ~ 400 만원,경력1년 대졸(2~3년),,,2099-01-01,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=2607100001102&infoTypeCd=CIN&infoTypeGroup=tb_workinfogubun,AI
AI,AI 자동화 개발자 (바이브 코딩 개발),(주)뷰스컴퍼니,서울 강남구,회사내규에 따름,경력1년 학력무관,주5일,,2026-08-09,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54431138&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
AI,"Higgsfield, Midjourney, AI 콘텐츠 디자이너,AI...",(주)에버모델,서울 강남구,회사내규에 따름,경력무관 학력무관,,,2026-08-09,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54431147&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
AI,[정규직] AI 데이터·모델링 총괄 채용,(주)스태틱웨이브즈코리아,서울 강서구,월급 400 만원 ~ 400 만원,경력1년 대졸(2~3년),,,2099-01-01,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54431350&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
AI,웹디자이너(퍼블리셔) AI툴 활용 가능자 모집합니다,인서트(주),서울 서초구,회사내규에 따름,경력2년 학력무관,주5일,,2026-08-09,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54432644&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
AI,"[인천/송도] 마케팅 에이전시, 콘텐츠 PD 채용 [AI툴 활용 우...",주식회사셀렉트애드,인천,회사내규에 따름,경력무관 학력무관,주5일,,2026-08-09,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54432978&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
AI,(주)아이로브 인공지능 및 영상처리 개발자 모집합니다.,(주)아이로브,경기 성남시 수정구 등,회사내규에 따름,경력무관 학력무관,,,2099-01-01,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54433036&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
AI,[사전모집] AI 데이터 구축 PA·PL 모집 (CAD 활용자 우대...,(주)크라우드웍스,서울 강남구,월급 300 만원 ~ 300 만원,경력1년 대졸(4년),,,2026-08-09,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54433111&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
AI,(주)웨슬리퀘스트 AI·MLops 엔지니어 경력직 채용,웨슬리퀘스트,서울 서대문구,회사내규에 따름,경력3년 대졸(4년),주5일,,2026-07-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=51236222&infoTypeCd=CJK&infoTypeGroup=tb_workinfogubun,AI
AI,교통대 AI에듀테크융합교육원 채용 공고,국립한국교통대학교산학협력단,충북 충주시,회사내규에 따름,경력무관 대졸(4년),,,2026-07-26,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54434031&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
AI,AI Solution Architect & Tech Evangeli...,㈜지에스아이티엠(GSITM),서울 종로구,회사내규에 따름,경력8년 학력무관,주5일,,2026-08-09,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=51236501&infoTypeCd=CJK&infoTypeGroup=tb_workinfogubun,AI
AI,[특허]인공지능/소프트웨어/전기전자 변리사 모집(경력),파이특허법률사무소,서울 강남구,회사내규에 따름,경력2년 대졸(4년),주5일,,2026-08-09,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54434152&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
AI,"2026년 네트워크마케팅 전산/재고관리, AI사용가능 우대",주식회사 코타파,서울 강남구,회사내규에 따름,경력무관 학력무관,,,2026-08-09,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54434456&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
AI,Vision AI 연구개발 (Vision AI Research En...,주식회사 아이케이랩 (IKLAB Inc.),서울 금천구,회사내규에 따름,경력무관 대졸(4년),주5일,,2026-09-08,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54434514&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
AI,Vision AI 최적화 (Edge AI Engineer),주식회사 아이케이랩 (IKLAB Inc.),서울 금천구,회사내규에 따름,경력무관 대졸(4년),주5일,,2026-09-08,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54434657&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
AI,카메라 센서 융합/현장 AI 시스템,주식회사 아이케이랩 (IKLAB Inc.),서울 금천구,회사내규에 따름,경력무관 대졸(4년),주5일,,2026-09-08,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54434685&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
